player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Marvin Zanders,27438,QB,MISSOURI,5,-40.0,0,15,229,100.0,6,7,9.2,3.18,0,0,0.0,85.7,6,3,0.0,10,66.7,0,0.27,3,,,,,50.4,74.2,78.0,,68.6,56.0,,69.5,,,0,0,10,60.0,33.3,158.0,10.0,1,2,0,1,1,0,0.0,87,12.4,100.0,7,7,5.3,2.24,0,0,0.0,100.0,7,2,0.0,9,60.0,0,0.4,2,,,,,50.1,74.9,77.8,,64.5,56.7,,70.7,,,0,0,9,66.7,50.0,153.3,11.1,1,1,0,0,1,0,0.0,79,11.3,75.0,4,5,2.5,2.92,0,0,0.0,60.0,3,1,0.0,6,40.0,0,0.02,1,,,,,64.2,63.9,69.7,,71.1,59.3,,57.0,,,0,0,6,33.3,0.0,81.3,0.0,0,1,0,1,0,0,0.0,35,7.0,0,80.0,5,5,-1.6,1.18,0,0,0.0,80.0,4,0,0.0,5,33.3,0,0.21,0,,,,,63.8,65.8,68.1,,65.5,,,,,,0,0,5,40.0,,89.2,0.0,0,0,0,0,0,0,0.0,27,5.4,-4.29
Wade Freebeck,46432,QB,VANDERBILT,3,4.55,0,15,333,50.0,12,12,10.7,2.91,0,1,7.7,50.0,6,6,0.0,14,93.3,0,-0.28,3,,,,,67.0,51.3,72.8,,55.1,,,52.4,,,0,1,15,28.6,0.0,35.8,0.0,0,2,0,0,0,2,13.3,77,6.4,45.5,11,11,11.6,3.01,0,1,8.3,45.5,5,5,0.0,13,86.7,0,-0.21,3,,,,,66.8,53.4,72.7,,57.6,,,52.4,,,0,1,14,30.8,0.0,29.7,0.0,0,2,0,0,0,2,14.3,73,6.6,50.0,2,2,-1.0,2.15,0,0,0.0,50.0,1,1,0.0,2,13.3,0,-0.65,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,0,0.0,1,1,-2.0,2.7,0,0,0.0,0.0,0,0,,1,6.7,0,-0.16,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-4.64
Greyson Lambert,46545,QB,GEORGIA,3,11.11,0,15,173,77.8,9,11,7.7,3.18,1,0,0.0,54.5,6,7,14.3,14,93.3,1,-0.11,4,,,,,71.6,69.5,76.2,,67.6,,,62.5,,,0,0,15,35.7,42.9,71.4,21.4,3,0,0,1,0,1,6.7,63,5.7,75.0,8,9,5.1,2.57,1,0,0.0,55.6,5,4,16.7,10,66.7,1,-0.3,3,,,,,71.6,68.9,75.9,,66.7,,,62.5,,,0,0,11,30.0,25.0,65.0,10.0,1,0,0,0,0,1,9.1,36,4.0,100.0,2,3,10.5,4.1,0,0,0.0,66.7,2,3,0.0,5,33.3,0,-0.11,1,,,,,63.8,65.4,68.1,,65.2,,,,,,0,0,5,40.0,66.7,85.4,40.0,2,0,0,1,0,0,0.0,20,6.7,0,100.0,1,1,-7.0,1.7,0,0,0.0,100.0,1,0,0.0,1,6.7,0,-1.98,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0,2.67
K.J. Carta-Samuels,46525,QB,WASHINGTON,4,4.76,0,14,340,66.7,12,12,9.1,2.41,0,1,7.7,66.7,8,5,0.0,13,92.9,0,0.35,5,,,,,69.4,71.1,77.4,,74.4,,,54.8,,,0,0,14,46.2,20.0,129.2,7.7,1,0,0,0,3,0,0.0,92,7.7,66.7,6,6,13.5,2.36,0,1,14.3,66.7,4,3,0.0,7,50.0,0,0.08,3,,,,,69.0,78.2,77.1,,85.8,,,54.8,,,0,0,8,42.9,33.3,134.7,14.3,1,0,0,0,1,0,0.0,54,9.0,71.4,7,7,3.3,2.34,0,0,0.0,71.4,5,2,0.0,7,50.0,0,0.69,3,,,,,64.6,52.8,69.1,,52.8,,,,,,0,0,7,57.1,0.0,131.0,0.0,0,0,0,0,2,0,0.0,50,7.1,0,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0.0,1,7.1,0,0.88,1,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,-1.86
Parker Boehme,39372,QB,DUKE,4,33.33,0,14,154,83.3,6,7,8.0,2.95,0,0,0.0,71.4,5,6,0.0,12,85.7,0,0.14,4,,,,,71.1,80.6,73.9,,66.9,,,75.3,,,1,0,13,58.3,33.3,124.4,16.7,2,3,0,0,2,0,0.0,39,5.6,80.0,5,6,2.4,2.8,0,0,0.0,66.7,4,4,0.0,11,78.6,0,-0.72,2,,,,,71.1,74.4,73.7,,54.6,,,75.3,,,1,0,12,45.5,50.0,109.7,18.2,2,3,0,0,1,0,0.0,11,1.8,100.0,3,3,9.0,2.47,0,0,0.0,100.0,3,2,0.0,3,21.4,0,1.32,2,,,,,62.7,83.3,66.6,,82.7,,,,,,0,0,3,100.0,0.0,146.5,0.0,0,0,0,0,1,0,0.0,29,9.7,0,100.0,2,2,-4.5,1.4,0,0,0.0,100.0,2,0,0.0,2,14.3,0,-2.78,0,,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,50.0,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,7.84
Cooper Bateman,46596,QB,ALABAMA,5,20.0,0,14,103,75.0,8,8,5.0,2.99,0,0,0.0,75.0,6,0,0.0,8,57.1,0,0.2,3,,,,,68.2,61.2,76.0,,66.8,,,52.3,,,0,0,8,50.0,,96.4,0.0,0,0,0,0,0,0,0.0,61,7.6,80.0,10,10,-1.9,1.93,0,0,0.0,80.0,8,0,0.0,10,71.4,0,0.64,5,,,,,68.4,53.5,76.2,,55.9,,,52.3,,,0,0,10,60.0,,130.4,0.0,0,0,0,0,1,0,0.0,73,7.3,100.0,4,4,7.3,2.98,0,0,0.0,100.0,4,0,0.0,4,28.6,0,0.05,2,,,,,63.3,82.3,67.4,,81.7,,,,,,0,0,4,50.0,,114.6,0.0,0,0,0,0,0,0,0.0,46,11.5,0,100.0,6,6,-5.0,1.22,0,0,0.0,100.0,6,0,0.0,6,42.9,0,0.83,4,,,,,64.2,66.3,68.6,,66.0,,,,,,0,0,6,66.7,,146.5,0.0,0,0,0,0,1,0,0.0,58,9.7,4.2
Jalen Nixon,45916,HB,LA LAFAYET,1,12.12,0,14,207,55.6,9,11,8.6,1.85,0,0,0.0,45.5,5,0,0.0,11,78.6,0,0.08,3,,,,,75.4,72.6,77.6,,73.7,,,65.3,,,0,0,12,45.5,,70.3,0.0,0,0,1,1,0,0,0.0,80,7.3,66.7,9,11,5.1,1.53,0,0,0.0,54.5,6,0,0.0,11,78.6,0,-0.15,3,,,,,75.4,67.9,77.2,,64.8,,,65.3,,,0,0,13,36.4,,63.4,0.0,0,0,1,1,0,0,0.0,42,3.8,66.7,3,3,6.0,1.87,0,0,0.0,66.7,2,0,0.0,3,21.4,0,0.59,1,,,,,62.7,82.8,70.1,,82.8,,,,,,0,0,3,66.7,,109.7,0.0,0,0,0,0,0,0,0.0,42,14.0,0,100.0,3,3,-4.3,0.7,0,0,0.0,100.0,3,0,0.0,3,21.4,0,-0.25,1,,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,33.3,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.3,10.18
Sean Maguire,22742,QB,FLORIDA ST,3,71.43,0,13,167,58.3,12,12,13.3,2.52,0,1,8.3,58.3,7,5,0.0,13,100.0,0,-0.54,4,,,,,66.0,56.1,3.3,,58.5,,,,,,0,1,13,46.2,20.0,77.8,7.7,1,0,0,0,2,2,15.4,64,5.3,28.6,7,7,19.4,2.63,0,1,14.3,28.6,2,2,0.0,8,61.5,0,-1.25,1,,,,,64.9,41.1,0.0,,43.1,,,,,,0,1,8,25.0,50.0,7.7,12.5,1,0,0,0,0,2,25.0,34,4.9,100.0,5,5,4.6,2.34,0,0,0.0,100.0,5,3,0.0,5,38.5,0,0.6,3,,,,,63.8,83.2,68.1,,82.6,,,,,,0,0,5,80.0,0.0,131.3,0.0,0,0,0,0,2,0,0.0,30,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1.14
Aaron Zwahlen,38606,QB,HAWAII,1,-33.33,0,12,180,30.0,10,10,9.9,2.87,0,0,0.0,30.0,3,4,0.0,12,100.0,0,-0.68,3,,,,,65.8,29.4,0.0,,34.2,,,52.9,,,0,1,12,25.0,0.0,0.8,0.0,0,2,0,0,0,2,16.7,32,3.2,33.3,9,9,9.8,2.92,0,0,0.0,33.3,3,4,0.0,11,91.7,0,-0.63,3,,,,,65.6,30.8,0.0,,37.9,,,52.9,,,0,1,11,27.3,0.0,5.1,0.0,0,2,0,0,0,2,18.2,32,3.6,0.0,1,1,11.0,2.3,0,0,0.0,0.0,0,0,,1,8.3,0,-1.18,0,,,,,60.3,46.8,63.6,,47.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-3.56
Matthew Jordan,46476,QB,GA TECH,3,15.0,0,12,176,42.9,7,9,16.1,3.38,0,0,0.0,33.3,3,5,0.0,12,100.0,0,0.06,3,,,,,24.6,29.0,79.7,,38.5,,,36.7,,,0,1,14,33.3,20.0,78.7,8.3,1,2,0,2,1,3,21.4,111,12.3,33.3,3,4,12.0,2.88,0,0,0.0,25.0,1,2,0.0,5,41.7,0,-1.52,0,,,,,23.9,27.7,79.4,,28.8,,,35.5,,,0,1,7,20.0,50.0,0.0,20.0,1,0,0,1,0,2,28.6,10,2.5,50.0,4,5,19.3,3.73,0,0,0.0,40.0,2,3,0.0,7,58.3,0,1.19,3,,,,,64.6,65.9,69.1,,64.6,,,61.8,,,0,0,7,42.9,0.0,127.1,0.0,0,2,0,1,1,1,14.3,101,20.2,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,17.7
Taylor Cornelius,46535,QB,OKLA STATE,2,28.57,0,12,262,85.7,7,8,11.4,3.22,0,0,0.0,75.0,6,3,0.0,11,91.7,0,0.63,6,,,,,69.2,82.9,74.2,,83.5,,,65.6,,,0,0,11,54.5,33.3,95.8,9.1,1,2,0,1,0,0,0.0,60,7.5,83.3,6,7,10.7,3.11,0,0,0.0,71.4,5,3,0.0,10,83.3,0,0.64,5,,,,,69.1,79.4,74.1,,78.9,,,65.6,,,0,0,10,50.0,33.3,93.2,10.0,1,2,0,1,0,0,0.0,53,7.6,100.0,2,2,5.5,2.75,0,0,0.0,100.0,2,0,0.0,2,16.7,0,0.18,1,,,,,61.8,74.7,65.5,,74.2,,,,,,0,0,2,50.0,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,8.3,0,-0.14,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,0.0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-2.07
Tylin Oden,40289,QB,RUTGERS,4,-16.67,0,12,278,0.0,3,4,14.0,3.84,0,0,0.0,0.0,0,8,,8,66.7,0,-0.27,0,,,,,51.5,64.3,76.9,,46.3,,,65.0,,,0,0,8,25.0,12.5,39.6,12.5,1,3,0,1,0,0,0.0,0,0.0,40.0,5,6,6.4,3.33,0,0,0.0,16.7,1,8,50.0,10,83.3,1,-0.37,0,,,,,52.1,64.7,77.0,,49.9,,,65.0,,,0,0,10,20.0,12.5,39.6,10.0,1,3,0,1,0,0,0.0,2,0.3,50.0,2,2,1.5,1.7,0,0,0.0,0.0,0,0,100.0,2,16.7,1,-0.93,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,75.0,4,4,-1.8,1.5,0,0,0.0,25.0,1,0,66.7,4,33.3,2,-0.86,0,,,,,63.3,57.6,67.4,,57.5,,,,,,0,0,4,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,2,0.5,-0.33
Darrel Colbert Jr.,46577,QB,SMU,3,-4.17,0,11,287,44.4,9,11,12.9,2.97,0,0,0.0,36.4,4,3,0.0,11,100.0,0,-0.59,3,,,,,72.5,43.1,73.6,,28.9,,,66.7,,,1,1,11,27.3,0.0,8.9,0.0,0,0,0,1,0,2,18.2,38,3.5,42.9,7,8,15.0,2.85,0,0,0.0,37.5,3,2,0.0,8,72.7,0,-0.58,3,,,,,72.6,55.7,73.3,,42.1,,,66.7,,,1,1,8,37.5,0.0,11.5,0.0,0,0,0,0,0,1,12.5,34,4.3,50.0,2,3,5.5,3.3,0,0,0.0,33.3,1,1,0.0,3,27.3,0,-0.64,0,,,,,62.7,26.8,66.6,,27.1,,,,,,0,0,3,0.0,0.0,42.4,0.0,0,0,0,1,0,1,33.3,4,1.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.92
J.P. Caruso,27814,QB,APP STATE,6,0.0,0,11,108,100.0,4,4,6.3,3.0,0,1,25.0,100.0,4,5,0.0,9,81.8,0,-0.55,1,,,,,71.6,67.7,75.3,,73.1,,,59.1,,,0,0,9,22.2,60.0,144.8,33.3,3,2,0,0,1,0,0.0,37,9.3,100.0,4,4,1.5,2.54,0,0,0.0,100.0,4,2,0.0,7,63.6,0,-0.5,0,,,,,71.6,62.8,75.1,,60.2,,,60.8,,,0,0,7,28.6,100.0,88.5,28.6,2,1,0,0,0,0,0.0,21,5.3,100.0,2,2,10.0,3.13,0,1,50.0,100.0,2,3,0.0,4,36.4,0,-0.67,1,,,,,63.3,73.5,67.4,,79.3,,,57.8,,,0,0,4,25.0,33.3,158.3,25.0,1,1,0,0,1,0,0.0,25,12.5,0,100.0,2,2,0.5,1.65,0,0,0.0,100.0,2,0,0.0,2,18.2,0,-0.61,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,7.25
J.J. Cosentino,28282,QB,FLORIDA ST,2,-25.0,0,11,167,28.6,7,9,17.3,2.71,0,0,0.0,22.2,2,3,0.0,11,100.0,0,-0.4,1,,,,,18.3,33.4,74.2,,45.0,,,37.6,,,1,0,13,9.1,0.0,76.6,0.0,0,2,0,1,1,0,0.0,19,2.1,33.3,6,8,16.3,2.72,0,0,0.0,25.0,2,3,0.0,10,90.9,0,-0.37,1,,,,,17.7,35.1,74.1,,47.9,,,37.6,,,1,0,12,10.0,0.0,79.2,0.0,0,2,0,1,1,0,0.0,19,2.4,0.0,1,1,23.0,2.6,0,0,0.0,0.0,0,0,,1,9.1,0,-0.69,0,,,,,60.3,50.5,63.6,,50.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-2.38
Gunnar Amos,34363,QB,IDAHO,3,-30.0,0,11,185,50.0,10,10,5.8,2.63,0,0,0.0,30.0,3,1,40.0,11,100.0,2,-1.09,3,,,,,70.5,38.9,74.8,,27.2,,,65.5,,,0,1,11,27.3,0.0,1.2,0.0,0,1,0,0,0,1,9.1,33,3.3,50.0,10,10,5.8,2.63,0,0,0.0,30.0,3,1,40.0,11,100.0,2,-1.09,3,,,,,70.5,38.9,74.8,,27.2,,,65.5,,,0,1,11,27.3,0.0,1.2,0.0,0,1,0,0,0,1,9.1,33,3.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-3.3
Ben DiNucci,34311,QB,PITTSBURGH,1,0.0,0,10,268,50.0,8,9,7.0,2.81,0,1,11.1,33.3,3,5,25.0,10,100.0,1,-0.3,3,,,,,69.1,53.5,73.0,,47.8,,,62.9,,,0,2,10,30.0,0.0,39.8,0.0,0,1,0,1,1,2,20.0,16,1.8,40.0,5,6,7.8,2.87,0,1,16.7,33.3,2,3,0.0,7,70.0,0,-0.55,2,,,,,68.9,70.6,72.5,,70.0,,,62.9,,,0,1,7,28.6,0.0,2.8,0.0,0,1,0,1,0,1,14.3,10,1.7,66.7,3,3,5.7,2.67,0,0,0.0,33.3,1,2,50.0,3,30.0,1,0.28,1,,,,,62.7,28.8,66.6,,29.0,,,,,,0,1,3,33.3,0.0,42.4,0.0,0,0,0,0,1,1,33.3,6,2.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.33
Nathan Elliott,34526,QB,N CAROLINA,3,14.29,0,10,245,80.0,5,5,6.0,2.4,0,0,0.0,80.0,4,1,0.0,6,60.0,0,-0.31,2,,,,,64.2,67.4,72.5,,71.5,,,57.3,,,0,0,6,33.3,0.0,105.8,0.0,0,1,0,0,0,0,0.0,47,9.4,85.7,7,7,1.7,2.3,0,0,0.0,85.7,6,0,0.0,8,80.0,0,-0.54,2,,,,,64.9,68.3,72.8,,72.1,,,57.3,,,0,0,8,25.0,,90.5,0.0,0,1,0,0,0,0,0.0,40,5.7,100.0,2,2,2.0,1.75,0,0,0.0,100.0,2,1,0.0,2,20.0,0,0.74,1,,,,,61.8,62.4,65.5,,62.3,,,,,,0,0,2,50.0,0.0,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,0,100.0,4,4,-3.5,1.88,0,0,0.0,100.0,4,0,0.0,4,40.0,0,-0.25,1,,,,,63.3,64.9,67.4,,64.6,,,,,,0,0,4,25.0,,79.2,0.0,0,0,0,0,0,0,0.0,8,2.0,1.79
Mason Petrino,41294,QB,IDAHO,3,-71.43,0,10,185,85.7,7,7,3.6,3.42,0,0,0.0,71.4,5,4,16.7,10,100.0,1,-0.46,1,,,,,75.8,71.7,76.0,,63.7,56.7,,69.2,,,0,0,10,20.0,0.0,75.3,0.0,0,3,0,0,0,0,0.0,23,3.3,85.7,7,7,3.6,3.42,0,0,0.0,71.4,5,4,16.7,10,100.0,1,-0.46,1,,,,,75.8,71.7,76.0,,63.7,56.7,,69.2,,,0,0,10,20.0,0.0,75.3,0.0,0,3,0,0,0,0,0.0,23,3.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-3.29
Kelly Bryant,34897,QB,CLEMSON,2,0.0,0,10,140,80.0,5,5,8.2,2.7,0,0,0.0,60.0,3,3,25.0,6,60.0,1,-0.28,2,,,,,73.1,70.0,74.5,,67.6,,,64.4,,,0,0,6,33.3,33.3,114.2,16.7,1,0,0,0,1,0,0.0,27,5.4,100.0,6,6,1.5,2.03,0,0,0.0,66.7,4,2,33.3,7,70.0,2,-0.37,1,,,,,73.1,63.2,74.6,,53.6,,,64.4,,,0,0,7,42.9,50.0,113.2,14.3,1,0,0,0,1,0,0.0,23,3.8,66.7,3,3,6.3,2.33,0,0,0.0,66.7,2,1,0.0,3,30.0,0,0.45,2,,,,,62.7,83.3,66.6,,82.7,,,,,,0,0,3,66.7,0.0,92.4,0.0,0,0,0,0,0,0,0.0,25,8.3,0,100.0,4,4,-3.3,1.25,0,0,0.0,75.0,3,0,25.0,4,40.0,1,0.09,1,,,,,63.3,65.0,67.4,,64.8,,,,,,0,0,4,75.0,,86.5,0.0,0,0,0,0,0,0,0.0,21,5.3,4.5
Tyrone Swoopes,12267,QB,TEXAS,5,-50.0,0,10,311,62.5,8,8,19.5,2.33,0,1,10.0,50.0,4,1,20.0,9,90.0,1,-0.69,2,,,,,42.3,70.1,79.3,,62.7,,,66.6,,,0,1,11,44.4,100.0,38.0,11.1,1,0,0,0,0,1,9.1,65,8.1,100.0,1,1,-5.0,2.05,0,0,0.0,100.0,1,1,0.0,2,20.0,0,-2.23,0,,,,,39.9,65.8,78.7,,29.3,,,66.6,,,0,0,2,0.0,100.0,79.2,50.0,1,0,0,0,0,1,50.0,1,1.0,62.5,8,8,19.5,2.19,0,1,10.0,50.0,4,0,20.0,8,80.0,1,-0.28,2,,,,,65.4,77.7,71.9,,77.9,60.0,,,,,0,1,10,50.0,,38.0,0.0,0,0,0,0,0,0,0.0,65,8.1,0,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0.0,1,10.0,0,-0.47,0,,,,,60.3,61.0,65.8,,60.4,60.0,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,7.13
Shuler Bentley,46479,QB,DOMINION,1,12.5,0,10,263,37.5,8,8,8.6,1.84,0,0,0.0,37.5,3,1,0.0,8,80.0,0,-0.13,1,,,,,64.9,40.6,72.7,,38.9,,,,,,0,0,8,37.5,0.0,63.0,0.0,0,0,0,0,0,1,12.5,57,7.1,37.5,8,8,8.8,1.81,0,0,0.0,37.5,3,1,0.0,8,80.0,0,-0.27,1,,,,,64.9,40.7,72.7,,39.1,,,,,,0,0,8,37.5,0.0,64.6,0.0,0,0,0,0,0,1,12.5,60,7.5,50.0,2,2,-3.0,1.3,0,0,0.0,50.0,1,0,0.0,2,20.0,0,-0.07,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0,50.0,2,2,-2.5,1.2,0,0,0.0,50.0,1,0,0.0,2,20.0,0,-0.62,0,,,,,61.8,54.4,65.5,,54.5,,,,,,0,0,2,50.0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,-4.5
Alex Delton,34840,QB,KANSAS ST,3,-50.0,0,10,199,80.0,5,5,8.0,3.5,0,0,0.0,60.0,3,3,25.0,9,90.0,1,-0.28,2,,,,,75.8,68.2,74.9,,60.2,,,65.7,,,0,0,10,33.3,33.3,64.6,11.1,1,3,0,0,0,0,0.0,11,2.2,66.7,6,6,5.8,3.39,0,0,0.0,50.0,3,4,25.0,10,100.0,1,-0.38,2,,,,,75.7,68.4,75.0,,61.1,,,65.7,,,0,0,11,30.0,25.0,56.3,10.0,1,3,0,0,0,0,0.0,11,1.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,-5.0,2.4,0,0,0.0,0.0,0,1,,1,10.0,0,-1.27,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-1.83
