player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Will McBride,62974,QB,TENNESSEE,2,16.61,0,51,307,51.4,35,37,10.9,2.92,0,1,2.7,40.5,15,15,16.7,47,92.2,3,-0.36,10,,,,,44.2,45.2,78.2,,40.4,,,60.2,,,,0,2,47,34.0,33.3,39.2,10.6,5,5,0,2,1,2,4.3,150,4.1,51.9,27,29,10.9,3.07,0,1,3.4,37.9,11,15,21.4,39,76.5,3,-0.75,5,,,,,24.3,38.0,77.9,,30.0,,,60.2,,,,0,2,39,25.6,33.3,17.5,12.8,5,5,0,2,0,3,7.7,78,2.7,60.0,10,11,7.6,2.43,0,0,0.0,54.5,6,4,0.0,12,23.5,0,0.35,5,,,,,65.8,59.4,70.7,,59.2,,,,,,,0,0,12,50.0,25.0,105.9,8.3,1,0,0,1,1,0,0.0,74,6.7,0,100.0,2,3,-5.5,3.0,0,0,0.0,66.7,2,4,0.0,4,7.8,0,-2.1,0,,,,,10.7,29.2,67.4,,29.3,,,,,,,0,0,4,0.0,25.0,70.1,25.0,1,0,0,1,0,1,25.0,2,0.7,4.04
Ryan Brand,37572,QB,MARYLAND,3,2.94,0,49,215,50.0,34,35,12.9,2.45,0,2,5.6,45.7,16,9,5.9,37,75.5,1,-0.38,9,,,,66.7,71.9,49.3,0.0,,50.0,88.9,,57.0,,,,1,2,38,32.4,11.1,44.9,2.7,1,1,0,0,1,6,15.8,160,4.6,59.3,27,30,8.4,2.24,1,2,6.3,50.0,15,6,6.3,31,63.3,1,-0.55,7,,,,,71.6,45.6,0.0,,50.1,54.3,,57.0,,,,2,2,33,32.3,0.0,31.8,0.0,0,1,0,0,0,5,15.2,114,3.8,52.9,17,17,10.9,2.28,0,0,0.0,52.9,9,4,0.0,18,36.7,0,-0.12,5,,,,66.7,67.3,60.7,72.4,,55.2,88.9,,,,,,0,0,19,33.3,25.0,87.9,5.6,1,0,0,0,1,1,5.3,90,5.3,0,80.0,10,12,-2.8,1.68,1,0,0.0,66.7,8,1,0.0,12,24.5,0,-0.41,3,,,,,66.2,56.0,71.4,,57.4,54.3,,,,,,1,0,14,33.3,0.0,72.9,0.0,0,0,0,0,0,0,0.0,44,3.7,1.49
Willie Jones III,60560,QB,TEXAS ST,8,33.62,0,48,314,55.2,29,34,13.0,3.02,1,2,5.6,47.1,16,26,0.0,45,93.8,0,-0.25,11,,,,66.7,35.6,58.0,47.1,,49.4,57.3,,65.8,,,,0,1,47,35.6,26.9,61.9,15.6,7,4,0,4,0,1,2.1,268,7.9,54.2,24,29,12.0,2.92,1,2,6.5,41.4,12,22,7.7,37,77.1,1,-0.34,8,,,,66.7,33.0,55.8,45.6,,46.5,43.4,,65.8,,,,0,1,39,35.1,18.2,47.3,10.8,4,4,0,4,0,1,2.6,175,6.0,75.0,8,8,11.5,3.13,0,0,0.0,75.0,6,6,0.0,11,22.9,0,0.11,3,,,,,65.6,64.3,70.4,,64.0,,,,,,,0,0,11,45.5,50.0,116.7,27.3,3,0,0,0,0,0,0.0,106,13.3,0,100.0,3,3,1.0,2.17,0,0,0.0,66.7,2,2,33.3,3,6.3,1,-0.1,0,,,,,62.7,51.4,69.1,,63.9,54.3,,,,,,0,0,3,66.7,0.0,75.7,0.0,0,0,0,0,0,0,0.0,13,4.3,7.22
McLane Carter,37478,QB,TEXAS TECH,4,26.14,0,48,315,47.4,38,38,14.9,2.5,0,0,0.0,44.7,17,11,5.6,40,83.3,1,0.12,15,,,,,73.7,42.1,32.3,,42.6,,,54.8,,,,0,2,42,37.5,9.1,72.0,2.5,1,1,0,0,2,6,14.3,338,8.9,38.1,21,22,9.2,2.27,0,0,0.0,36.4,8,7,0.0,23,47.9,0,-0.49,6,,,,,73.6,32.1,25.8,,29.5,,,54.8,,,,0,2,24,26.1,0.0,9.7,0.0,0,1,0,1,0,3,12.5,80,3.6,70.8,24,24,14.4,2.48,0,0,0.0,62.5,15,4,11.8,25,52.1,2,0.53,10,,,,,67.8,65.1,73.3,,64.7,,,,,,,0,0,26,44.0,25.0,130.4,4.0,1,0,0,0,2,3,11.5,279,11.6,0,100.0,7,8,-3.9,1.78,0,0,0.0,75.0,6,0,14.3,8,16.7,1,-0.34,1,,,,,64.9,64.7,69.5,,64.4,,,,,,,0,0,8,25.0,,77.1,0.0,0,0,0,1,0,0,0.0,21,2.6,7.99
Zerrick Cooper,40465,QB,CLEMSON,6,44.44,0,45,140,69.7,33,34,13.2,2.3,1,0,0.0,55.9,19,9,17.4,38,84.4,4,-0.14,10,,,,,40.0,50.7,78.4,,47.0,,,61.5,,,,0,0,40,39.5,33.3,94.0,7.9,3,1,0,0,2,3,7.5,210,6.2,68.6,35,36,11.2,1.98,1,0,0.0,55.6,20,7,16.7,39,86.7,4,-0.1,9,,,,,40.4,47.8,78.4,,43.5,,,61.5,,,,0,0,41,38.5,28.6,91.1,5.1,2,1,0,0,2,3,7.3,209,5.8,100.0,5,5,5.4,3.1,0,0,0.0,100.0,5,2,0.0,6,13.3,0,0.21,3,,,,,64.2,72.7,68.6,,72.2,,,,,,,0,0,6,83.3,50.0,105.8,16.7,1,0,0,0,0,0,0.0,47,9.4,0,85.7,7,7,-2.7,1.24,0,0,0.0,85.7,6,0,0.0,7,15.6,0,0.38,2,,,,,64.6,61.0,69.1,,60.8,,,,,,,0,0,7,71.4,,94.0,0.0,0,0,0,0,0,0,0.0,46,6.6,3.59
Kado Brown,31112,QB,GA SOUTHRN,6,14.91,0,45,174,71.4,28,30,12.4,3.14,1,3,9.7,60.0,18,23,10.0,44,97.8,2,-0.37,14,,,,,27.7,58.4,79.5,,67.3,,,52.3,,,,0,2,47,34.1,30.4,84.0,15.9,7,7,0,1,1,2,4.3,350,11.7,68.2,22,23,10.0,3.12,1,1,4.2,56.5,13,19,13.3,38,84.4,2,-0.69,10,,,,,27.1,48.4,79.3,,49.1,,,52.3,,,,0,2,41,26.3,36.8,54.3,18.4,7,7,0,0,1,2,4.9,148,6.4,83.3,6,7,21.3,2.8,0,2,28.6,71.4,5,4,0.0,7,15.6,0,1.13,4,,,,,64.6,92.9,69.1,,92.6,,,,,,,0,0,7,71.4,0.0,113.7,0.0,0,0,0,1,0,0,0.0,202,28.9,0,,0,0,,0.0,0,0,,,0,0,,1,2.2,0,-1.95,0,,,,,60.3,58.7,63.6,,60.0,,,,,,,0,0,1,0.0,,0.0,0.0,0,0,0,0,0,0,0.0,0,,22.43
Ahmad Bradshaw,46451,QB,ARMY,12,-8.12,0,45,114,45.0,40,44,18.7,2.84,0,2,4.3,34.1,15,26,16.7,45,100.0,3,-0.31,12,,,,,66.5,75.7,63.4,,44.6,57.0,,77.5,,,,2,2,48,31.1,0.0,45.8,0.0,0,1,0,2,1,4,8.3,282,6.4,58.8,17,18,15.1,2.87,0,1,5.0,38.9,7,11,30.0,18,40.0,3,0.0,4,,,,,65.6,81.6,62.4,,60.5,,,77.2,,,,1,0,20,27.8,0.0,52.8,0.0,0,0,0,0,0,1,5.0,79,4.4,34.8,23,26,21.3,2.83,0,1,3.6,30.8,8,15,0.0,27,60.0,0,-0.52,8,,,,,68.1,39.5,73.7,,37.6,57.0,,64.1,,,,1,2,29,33.3,0.0,41.0,0.0,0,1,0,2,1,3,10.3,203,7.8,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,,60.3,61.1,63.6,,61.0,,,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,3.42
Patrick O'Brien,40273,QB,NEBRASKA,3,-12.5,0,43,238,65.5,29,30,9.0,2.71,0,2,6.5,60.0,18,15,5.3,43,100.0,1,-0.17,9,,,,,35.0,59.6,76.0,,61.3,,,55.6,,,,1,1,44,37.2,46.7,64.9,16.3,7,6,0,0,0,2,4.5,192,6.4,69.6,23,24,8.3,2.69,0,2,8.3,62.5,15,13,6.3,36,83.7,1,-0.13,7,,,,,29.9,64.4,75.4,,67.3,,,55.6,,,,1,1,36,36.1,46.2,62.8,16.7,6,6,0,0,0,1,2.8,150,6.3,50.0,6,6,11.8,2.77,0,0,0.0,50.0,3,2,0.0,7,16.3,0,-0.37,2,,,,,64.9,47.3,69.5,,47.4,,,,,,,0,0,8,42.9,50.0,72.9,14.3,1,0,0,0,0,1,12.5,42,7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.75
Johnathan Lewis,60520,QB,RUTGERS,4,-0.43,0,42,278,46.7,30,32,9.3,2.65,1,0,0.0,34.4,11,13,21.4,37,88.1,3,-0.6,8,,,,,78.1,38.3,33.1,,27.4,,,64.9,,,,1,4,39,32.4,23.1,33.5,8.1,3,2,0,0,2,5,12.8,165,5.2,50.0,28,29,6.8,2.58,0,0,0.0,37.9,11,12,21.4,32,76.2,3,-0.85,5,,,,,78.1,35.8,30.7,,25.7,,,65.9,,,,1,4,33,25.0,16.7,34.5,6.3,2,1,0,0,2,5,15.2,121,4.2,42.9,7,8,9.7,2.53,1,0,0.0,37.5,3,2,0.0,10,23.8,0,0.11,3,,,,,65.6,58.5,70.4,,61.2,,,57.3,,,,0,0,11,40.0,50.0,57.3,10.0,1,1,0,0,0,0,0.0,46,5.8,0,60.0,5,5,-4.2,1.94,0,0,0.0,60.0,3,1,0.0,5,11.9,0,-0.78,0,,,,,63.8,52.3,68.1,,52.3,,,,,,,0,0,5,0.0,0.0,64.6,0.0,0,0,0,0,0,0,0.0,2,0.4,1.58
Deondre Francois,46585,QB,FLORIDA ST,1,11.11,0,40,167,60.7,28,30,11.2,2.81,2,2,6.5,53.3,16,17,5.9,37,92.5,1,-0.32,11,,,,,69.8,52.0,75.9,,53.7,,,53.6,,,,0,2,38,35.1,17.6,57.5,8.1,3,4,0,0,1,3,7.9,199,6.6,57.7,26,27,9.7,2.61,1,1,3.6,55.6,15,12,0.0,31,77.5,0,-0.43,7,,,,,69.4,46.6,75.5,,45.7,,,58.2,,,,0,2,32,29.0,16.7,50.5,6.5,2,2,0,0,1,3,9.4,134,5.0,100.0,5,6,11.2,3.2,1,1,16.7,66.7,4,5,20.0,9,22.5,1,-0.06,4,,,,,65.1,73.1,69.8,,81.9,,,53.1,,,,0,0,9,44.4,20.0,109.7,11.1,1,2,0,0,0,0,0.0,76,12.7,0,100.0,3,3,-1.3,1.83,0,0,0.0,100.0,3,0,0.0,3,7.5,0,-0.74,0,,,,,62.7,64.0,66.6,,63.8,,,,,,,0,0,3,0.0,,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,7.71
Ryan Graham,26338,QB,N ILLINOIS,1,-40.54,0,38,254,54.3,35,37,13.1,2.12,1,1,2.5,40.5,15,13,21.1,37,97.4,4,-0.15,10,,,,66.7,74.6,56.5,77.8,,50.8,87.9,,60.1,,,,1,1,40,35.1,0.0,64.0,0.0,0,0,0,0,2,2,5.0,190,5.1,51.4,35,37,12.3,2.09,1,1,2.5,40.5,15,13,16.7,37,97.4,3,-0.16,10,,,,,74.5,51.2,77.7,,46.8,,,60.1,,,,1,1,40,35.1,0.0,64.0,0.0,0,0,0,0,2,2,5.0,190,5.1,100.0,1,1,25.0,2.6,0,0,0.0,0.0,0,0,100.0,1,2.6,1,-0.4,0,,,,66.7,62.4,89.8,65.5,,76.2,87.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,-4.0,1.5,0,0,0.0,0.0,0,0,,1,2.6,0,-0.95,0,,,,,60.3,56.9,63.6,,57.7,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-5.14
Jawon Pass,40916,QB,LOUISVILLE,4,32.26,0,37,210,78.6,28,29,8.9,2.27,1,1,3.4,65.5,19,7,13.6,33,89.2,3,-0.1,10,,,,,39.4,76.5,78.1,,76.6,,,63.1,,,,0,0,33,45.5,57.1,111.1,12.1,4,0,0,0,2,2,6.1,219,7.6,80.0,30,31,8.1,2.26,1,1,3.2,67.7,21,7,12.5,35,94.6,3,-0.13,10,,,,,40.4,76.5,78.2,,76.6,,,63.1,,,,0,0,35,42.9,57.1,110.7,11.4,4,0,0,0,2,2,5.7,228,7.4,100.0,2,2,-3.0,1.35,0,0,0.0,100.0,2,0,0.0,2,5.4,0,-0.51,0,,,,,61.8,54.4,65.5,,54.6,,,,,,,0,0,2,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,0,100.0,4,4,-3.0,1.68,0,0,0.0,100.0,4,0,0.0,4,10.8,0,-0.52,0,,,,,63.3,57.6,67.4,,57.5,,,,,,,0,0,4,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,10,2.5,-6.85
Noah Vedral,55406,QB,UCF,6,-8.57,0,35,323,81.3,16,18,8.6,2.81,1,2,11.1,66.7,12,9,7.7,24,68.6,1,0.16,7,,,,,73.6,70.8,35.5,,68.3,,,66.8,,,,0,0,24,58.3,22.2,117.8,8.3,2,4,0,1,1,2,8.3,180,10.0,80.0,15,15,6.1,2.47,0,1,6.7,80.0,12,4,0.0,19,54.3,0,0.31,8,,,,,73.6,64.7,33.5,,61.5,,,64.5,,,,0,0,19,63.2,25.0,128.9,5.3,1,3,0,0,1,2,10.5,144,9.6,100.0,12,14,1.2,2.46,1,1,7.1,71.4,10,6,16.7,16,45.7,2,0.19,5,,,,,66.5,79.6,71.6,,75.3,,,64.9,,,,0,0,16,50.0,16.7,100.9,6.3,1,1,0,1,0,0,0.0,132,9.4,0,100.0,11,11,-3.0,1.73,0,0,0.0,90.9,10,1,9.1,11,31.4,1,0.47,6,,,,,65.6,67.3,70.4,,66.9,,,,,,,0,0,11,54.5,0.0,103.0,0.0,0,0,0,0,0,0,0.0,96,8.7,-0.17
Mason Petrino,41294,WR,IDAHO,4,-42.61,0,35,185,79.2,24,27,8.8,3.49,0,1,3.3,70.4,19,10,0.0,29,82.9,0,0.25,11,,,,73.1,73.6,53.6,84.0,,66.0,49.6,,53.4,,,,0,2,33,58.6,20.0,88.2,6.9,2,0,0,3,2,2,6.1,218,8.1,90.5,21,23,5.4,3.2,0,0,0.0,82.6,19,7,0.0,25,71.4,0,0.31,10,,,,73.1,73.6,56.1,83.6,,72.1,50.5,,53.4,,,,0,1,27,60.0,28.6,112.1,8.0,2,0,0,2,2,1,3.7,191,8.3,44.4,9,10,9.7,3.15,0,1,9.1,40.0,4,3,0.0,10,28.6,0,-0.2,2,,,,,65.8,52.2,74.8,,54.9,53.3,,,,,,0,1,12,30.0,0.0,52.9,0.0,0,0,0,1,1,1,8.3,57,5.7,0,66.7,6,6,-1.8,1.73,0,0,0.0,66.7,4,0,0.0,6,17.1,0,-0.27,1,,,,,64.2,64.9,69.6,,65.8,59.7,,,,,,0,0,6,16.7,,118.1,0.0,0,0,0,0,1,0,0.0,30,5.0,-2.6
Sam Noyer,40048,QB,COLORADO,4,12.14,0,33,143,68.2,22,25,11.6,2.93,0,0,0.0,44.0,11,12,26.7,31,93.9,4,-0.6,5,,,,,32.7,44.4,76.3,,50.9,,,42.5,,,,1,0,33,32.3,33.3,57.9,12.9,4,2,0,2,0,0,0.0,115,4.6,64.7,17,20,8.6,3.04,0,0,0.0,45.0,9,11,18.2,26,78.8,2,-0.79,3,,,,,29.7,42.0,75.9,,49.2,,,42.5,,,,1,0,28,26.9,36.4,55.4,15.4,4,2,0,2,0,0,0.0,76,3.8,85.7,7,7,14.1,2.2,0,0,0.0,57.1,4,1,33.3,7,21.2,2,0.0,2,,,,,64.6,61.6,69.1,,61.4,,,,,,,0,0,7,42.9,0.0,75.3,0.0,0,0,0,0,0,0,0.0,43,6.1,0,100.0,2,2,-5.0,1.8,0,0,0.0,100.0,2,0,0.0,2,6.1,0,-0.91,0,,,,,61.8,62.9,65.5,,62.7,,,,,,,0,0,2,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,4,2.0,2.34
Tommy Stevens,28301,QB,PENN STATE,5,10.8,0,33,266,72.7,22,23,10.7,3.14,1,1,4.2,47.8,11,10,31.3,28,84.8,5,0.12,8,,,,77.5,76.6,85.6,80.7,,64.5,87.7,,83.6,,,,0,0,29,42.9,20.0,106.3,7.1,2,3,0,0,3,1,3.4,137,6.0,72.7,11,11,4.1,3.02,0,0,0.0,45.5,5,6,37.5,14,42.4,3,-0.09,3,,,,77.5,76.9,84.2,80.1,,50.5,78.8,,83.2,,,,0,0,14,50.0,0.0,52.5,0.0,0,3,0,0,0,0,0.0,31,2.8,73.3,15,16,12.3,3.03,1,1,5.9,56.3,9,6,18.2,19,57.6,2,0.28,7,,,,76.3,68.3,80.9,76.0,,70.5,92.1,,64.3,,,,0,0,20,42.1,33.3,121.6,10.5,2,1,0,0,3,1,5.0,127,7.9,0,75.0,4,4,-1.5,2.4,0,0,0.0,75.0,3,2,0.0,5,15.2,0,0.14,2,,,,76.3,66.7,77.6,73.7,,57.4,85.2,,63.1,,,,0,0,5,60.0,0.0,86.5,0.0,0,1,0,0,0,0,0.0,21,5.3,5.12
Coltin Gerhart,26907,QB,NEW MEXICO,3,-0.89,0,33,241,65.2,23,26,11.9,2.67,1,1,3.6,53.8,14,13,6.7,29,87.9,1,-0.05,12,,,,,55.3,81.5,41.6,,76.9,,,72.8,,,,0,2,31,48.3,7.7,53.5,3.4,1,2,1,1,1,0,0.0,161,6.2,81.8,11,14,10.4,2.54,1,1,6.3,57.1,8,8,11.1,16,48.5,1,-0.11,6,,,,,52.7,81.3,37.6,,76.7,,,72.8,,,,0,1,18,50.0,0.0,67.3,0.0,0,2,1,1,1,0,0.0,79,5.6,56.3,16,16,9.7,2.71,0,0,0.0,56.3,9,8,0.0,17,51.5,0,0.11,7,,,,,66.7,68.5,71.8,,68.1,,,,,,,0,1,17,41.2,12.5,49.2,5.9,1,0,0,0,0,0,0.0,101,6.3,0,75.0,4,4,-1.0,2.28,0,0,0.0,75.0,3,3,0.0,4,12.1,0,0.37,1,,,,,63.3,57.2,67.4,,57.1,,,,,,,0,0,4,25.0,0.0,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,0.67
Shawn Robinson,60551,QB,TCU,4,2.94,0,32,305,47.8,23,24,17.3,2.83,0,2,7.7,41.7,10,10,9.1,27,84.4,1,-0.1,7,,,,,16.3,60.3,78.6,,53.1,,,64.3,,,,0,0,29,33.3,10.0,90.1,3.7,1,2,0,1,2,3,10.3,147,6.1,56.3,16,17,14.4,2.44,0,2,10.5,47.1,8,8,11.1,19,59.4,1,-0.37,3,,,,,19.5,62.4,78.3,,60.9,,,60.7,,,,0,0,21,31.6,12.5,62.9,5.3,1,0,0,1,0,1,4.8,88,5.2,50.0,10,10,15.8,2.58,0,0,0.0,50.0,5,2,0.0,13,40.6,0,0.56,6,,,,,20.0,54.9,71.0,,45.1,,,71.9,,,,0,0,13,38.5,0.0,123.3,0.0,0,2,0,0,3,2,15.4,96,9.6,0,100.0,3,3,-3.3,0.68,0,0,0.0,100.0,3,0,0.0,5,15.6,0,0.6,2,,,,,63.8,59.4,68.1,,59.3,,,,,,,0,0,5,40.0,,157.6,0.0,0,0,0,0,1,0,0.0,37,12.3,4.42
Myles Brennan,60438,QB,LSU,6,-63.64,0,31,211,62.5,24,24,10.1,3.4,0,1,4.2,58.3,14,12,6.7,31,100.0,1,-0.32,9,,,,,68.8,36.9,77.4,,39.5,,,45.4,,,,0,2,31,35.5,25.0,61.5,9.7,3,4,0,0,1,3,9.7,182,7.6,68.2,22,22,10.6,3.43,0,1,4.5,63.6,14,11,6.7,29,93.5,1,-0.29,9,,,,,68.7,47.8,77.3,,52.7,,,45.4,,,,0,2,29,37.9,27.3,66.9,10.3,3,4,0,0,1,1,3.4,182,8.3,0.0,2,2,4.5,3.05,0,0,0.0,0.0,0,1,,2,6.5,0,-0.76,0,,,,,61.8,23.6,65.5,,24.0,,,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,2,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-8.27
Brooks Barden,37238,QB,CHARLOTTE,3,9.09,0,30,136,52.2,23,25,11.3,2.46,0,0,0.0,40.0,10,6,16.7,25,83.3,2,-0.49,2,,,,,71.0,38.2,25.4,,31.8,,,64.2,,,,0,1,28,36.0,0.0,34.9,0.0,0,0,0,2,0,2,7.1,97,3.9,55.0,20,22,7.1,2.17,0,0,0.0,40.9,9,5,18.2,22,73.3,2,-0.65,2,,,,,70.9,42.6,23.7,,35.6,,,64.2,,,,0,1,24,31.8,0.0,29.7,0.0,0,0,0,2,0,1,4.2,63,2.9,62.5,8,8,13.5,2.58,0,0,0.0,50.0,4,1,20.0,8,26.7,1,0.16,2,,,,,65.1,43.2,69.8,,43.5,,,,,,,0,1,9,50.0,0.0,33.3,0.0,0,0,0,0,0,1,11.1,56,7.0,0,80.0,5,5,-2.0,1.38,0,0,0.0,60.0,3,0,25.0,5,16.7,1,-0.18,2,,,,,63.8,59.2,68.1,,59.0,,,,,,,0,1,5,40.0,,30.8,0.0,0,0,0,0,0,0,0.0,22,4.4,4.14
Taylor Alie,12829,QB,OREGON,5,-2.2,0,29,264,66.7,21,22,6.8,2.71,0,0,0.0,63.6,14,6,0.0,23,79.3,0,-0.26,6,,,,,71.7,46.5,78.0,,37.5,,,62.8,,,,0,1,23,43.5,16.7,60.2,4.3,1,0,0,1,0,1,4.3,127,5.8,76.9,13,14,5.8,2.83,0,0,0.0,71.4,10,4,0.0,16,55.2,0,-0.22,3,,,,,71.6,58.6,77.7,,54.2,,,60.5,,,,0,0,16,37.5,25.0,86.6,6.3,1,1,0,1,0,0,0.0,84,6.0,69.2,13,13,4.2,2.11,0,0,0.0,69.2,9,2,0.0,13,44.8,0,-0.7,3,,,,,66.0,34.6,71.0,,34.8,,,,,,,0,1,13,30.8,0.0,43.8,0.0,0,0,0,0,0,1,7.7,50,3.8,0,100.0,5,5,-2.6,1.73,0,0,0.0,100.0,5,0,0.0,6,20.7,0,-1.12,0,,,,,64.2,60.0,68.6,,65.4,,,57.0,,,,0,0,6,0.0,,79.2,0.0,0,1,0,0,0,0,0.0,7,1.4,-2.15
Garret Lewis,34733,QB,NAVY,4,9.79,0,29,237,72.7,22,24,13.5,3.05,0,0,0.0,41.7,10,10,37.5,29,100.0,6,0.11,9,,,,,75.9,71.7,77.6,,76.5,,,59.4,,,,0,2,29,41.4,20.0,63.7,6.9,2,3,1,1,2,1,3.4,195,8.1,80.0,10,11,11.3,2.57,0,0,0.0,36.4,4,3,50.0,14,48.3,4,-0.13,3,,,,,76.2,65.2,76.8,,66.8,,,60.7,,,,0,2,14,42.9,33.3,23.9,7.1,1,2,1,0,0,0,0.0,82,7.5,66.7,12,13,15.3,3.5,0,0,0.0,46.2,6,7,25.0,15,51.7,2,0.34,6,,,,,66.4,77.0,71.4,,79.2,,,57.3,,,,0,0,15,40.0,14.3,116.3,6.7,1,1,0,1,2,1,6.7,113,8.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1.24
