canonical_name,college,draft_season,round,pick,draft_adjusted_hit_prob,model_hit_prob,model_hit_prob_no_pff,model_hit_prob_pick_only,model_hit_prob_post_draft,model_hit_prob_post_draft_pff,pff_model_delta,expected_tier,percentile_vs_history,actual_tier_or_projection,label_status,top_positive_indicators,top_negative_indicators,data_coverage,scout_note
Sam Leavitt,LSU,2027,,,0.1071669745355623,0.1071669745355623,0.055082596562633736,,,,0.052084377972928565,1.2504810787789271,52.9,,watchlist,"Turnover-worthy-play rate, no screens (final yr); PFF rushing grade (final yr); Big-time-throw rate, no screens (final yr)",PFF passing grade clean pocket (final yr); Career total production (PPA); Passing-down efficiency (final yr),"PFF, no combine testing","2027 early watchlist (high_variance): Scout poll vote; LSU transfer. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Austin Simmons,Missouri,2027,,,0.10414907423574551,0.10414907423574551,0.055828699832419344,,,,0.04832037440332617,0.45200545089097754,52.2,,watchlist,"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Big-time-throw rate, no screens (final yr)",Career total production (PPA); PFF dropbacks (final yr); PFF passing grade under pressure (final yr),"PFF, no combine testing","2027 early watchlist (watch): Scout intrigue; thin 2025 PFF sample. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
CJ Carr,Notre Dame,2027,,,0.09883523708480606,0.09883523708480606,0.08009595419552214,,,,0.01873928288928392,0.7909036603706974,49.3,,watchlist,"Pressure-to-sack rate, no screens (final yr); Big-time-throw rate, no screens (final yr); College seasons (age/declare proxy)",Career total production (PPA); PFF dropbacks (final yr); PFF passing grade under pressure (final yr),"PFF, no combine testing","2027 early watchlist (consensus_top): ESPN top five. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Marcel Reed,Texas A&M,2027,,,0.0956311430792394,0.0956311430792394,0.04904211607415463,,,,0.046589027005084764,0.991188679348816,47.8,,watchlist,"Turnover-worthy-play rate, no screens (final yr); Pressure-to-sack rate, no screens (final yr); PFF rushing grade (final yr)",PFF passing grade clean pocket (final yr); Career total production (PPA); Career PPA per play,"PFF, no combine testing","2027 early watchlist (watch): ESPN best-of-rest; volatile tools profile. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Drake Lindsey,Minnesota,2027,,,0.08797843113321112,0.08797843113321112,0.15345238799963573,,,,-0.06547395686642461,0.316451076945482,42.6,,watchlist,Career PPA per play; PFF rushing grade (final yr); College seasons (age/declare proxy),"Career total production (PPA); Passing-down efficiency (final yr); Big-time-throw rate, no screens (final yr)","PFF, no combine testing","2027 early watchlist (watch): Pro Draft Scouting top-five watch name. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Brendan Sorsby,2027 draft prep,2027,,,0.08351983828859379,0.08351983828859379,0.04255263350917777,,,,0.04096720477941602,0.6401586034498342,38.2,,watchlist,"Pressure-to-sack rate, no screens (final yr); PFF rushing grade (final yr); PFF passing grade under pressure (final yr)","Career PPA per play; Turnover-worthy-play rate, no screens (final yr); PFF dropbacks (final yr)","PFF, no combine testing","2027 early watchlist (eligible_declared): Eligible for 2027 draft; sitting out 2026. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
CJ Bailey,NC State,2027,,,0.07816763469718951,0.07816763469718951,0.13258068817786903,,,,-0.05441305348067951,1.060938819749061,33.8,,watchlist,"Career PPA per play; Pressure-to-sack rate, no screens (final yr); PFF rushing grade (final yr)","PFF passing grade under pressure (final yr); Big-time-throw rate, no screens (final yr); PFF passing grade clean pocket (final yr)","PFF, no combine testing","2027 early watchlist (watch): ESPN rise candidate. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Noah Fifita,Arizona,2027,,,0.07512619725601055,0.07512619725601055,0.059041418205947216,,,,0.016084779050063336,0.829655819843693,32.4,,watchlist,PFF passing grade under pressure (final yr); Career total production (PPA); PFF rushing grade (final yr),"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; College seasons (age/declare proxy)","PFF, no combine testing","2027 early watchlist (watch): ESPN additional watch. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Julian Sayin,Ohio State,2027,,,0.07242467976660381,0.07242467976660381,0.09073972207014754,,,,-0.01831504230354372,1.052578796531604,31.6,,watchlist,PFF passing grade clean pocket (final yr); PFF passing grade under pressure (final yr); Passing-down efficiency (final yr),"Turnover-worthy-play rate, no screens (final yr); Career total production (PPA); PFF accuracy %, no screens (final yr)","PFF, no combine testing","2027 early watchlist (consensus_top): Scout poll top-three vote; possible 2028 stay risk. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Demond Williams Jr.,Washington,2027,,,0.056174344562296204,0.056174344562296204,0.06579478510206636,,,,-0.00962044053977016,0.9776504625903217,16.9,,watchlist,PFF rushing grade (final yr); PFF passing grade under pressure (final yr); College seasons (age/declare proxy),"Career total production (PPA); Turnover-worthy-play rate, no screens (final yr); PFF passing grade clean pocket (final yr)","PFF, no combine testing","2027 early watchlist (watch): ESPN best-of-rest; size risk. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Aidan Chiles,Northwestern,2027,,,0.05031115012515055,0.05031115012515055,0.1416149853415263,,,,-0.09130383521637575,0.2867280473432289,8.1,,watchlist,"Career PPA per play; PFF rushing grade (final yr); PFF accuracy %, no screens (final yr)",PFF passing grade clean pocket (final yr); Career total production (PPA); PFF passing grade under pressure (final yr),"PFF, no combine testing","2027 early watchlist (watch): ESPN additional watch after Northwestern transfer. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
DJ Lagway,Baylor,2027,,,0.03358267943433356,0.03358267943433356,0.02017668224035133,,,,0.013405997193982229,0.5744102012255274,0.0,,watchlist,"Turnover-worthy-play rate, no screens (final yr); PFF rushing grade (final yr); College seasons (age/declare proxy)",Career total production (PPA); PFF passing grade clean pocket (final yr); Career PPA per play,"PFF, no combine testing","2027 early watchlist (watch): ESPN tools watch after Baylor transfer. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Nico Iamaleava,UCLA,2027,,,0.028320841249875446,0.028320841249875446,0.04408392269549108,,,,-0.015763081445615633,0.37431666210279535,0.0,,watchlist,PFF rushing grade (final yr),"Career total production (PPA); Turnover-worthy-play rate, no screens (final yr); PFF passing grade clean pocket (final yr)","PFF, no combine testing","2027 early watchlist (watch): ESPN first-round conversation watch name. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Rocco Becht,Penn State,2027,,,0.021012273926010225,0.021012273926010225,0.0223383110492944,,,,-0.0013260371232841767,0.1520574100959684,0.0,,watchlist,Career total production (PPA); PFF rushing grade (final yr),"Career PPA per play; Turnover-worthy-play rate, no screens (final yr); Passing-down efficiency (final yr)","PFF, no combine testing","2027 early watchlist (watch): ESPN additional watch after Penn State transfer. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
Dylan Raiola,Nebraska,2027,,,0.016857532969187437,0.016857532969187437,0.050561856608582534,,,,-0.0337043236393951,0.31003292806567284,0.0,,watchlist,"Turnover-worthy-play rate, no screens (final yr); Passing-down efficiency (final yr); College seasons (age/declare proxy)","Career total production (PPA); Pressure-to-sack rate, no screens (final yr); PFF passing grade clean pocket (final yr)","PFF, no combine testing","2027 early watchlist (model_watch): High-profile young QB; model has current low score. Scored from through-2025 PFF/CFBD only; no 2026 season, combine, or draft slot yet."
